Incident_ID,Incident_Type,Area,Time_of_Day,Day_of_Week,Weather,Crowd_Level,CCTV_Available,Police_Response_Time,Ambulance_Response_Time,Fire_Response_Time,Number_of_People,Severity_Score,Previous_Incidents,Emergency_Level
1928,Medical,Central,Morning,Tuesday,Rainy,Low,Yes,6.0,6,16,22,5,11,High
1929,Fire,Central,Morning,Wednesday,Cloudy,Medium,No,16.0,11,31,74,5,15,High
1930,Fire,North,Night,Friday,Sunny,Medium,No,21.0,12,24,60,8,16,High
1931,Medical,South,Afternoon,Friday,Cloudy,Medium,No,23.0,27,4,134,7,19,High
1932,Accident,Central,Night,Tuesday,Rainy,Low,No,14.0,8,19,447,5,10,High
1933,Medical,Central,Morning,Sunday,Sunny,Medium,No,3.0,25,31,455,5,6,High
1934,Medical,West,Afternoon,Friday,,,No,,23,8,104,1,9,Medium
1935,Assault,West,Morning,Sunday,Rainy,Low,Yes,9.0,17,22,114,9,7,High
1936,Fire,Central,Night,Monday,Sunny,High,Yes,22.0,8,26,310,1,0,Low
1937,Theft,East,Morning,Saturday,Sunny,Low,Yes,11.0,30,14,69,7,11,High
1938,Fire,North,Evening,Sunday,Rainy,Low,Yes,14.0,19,33,18,10,20,High
1939,Theft,Central,Afternoon,Tuesday,Rainy,Medium,Yes,25.0,23,21,363,1,15,High
1940,Medical,East,Morning,Saturday,Sunny,Low,No,4.0,24,34,330,9,2,High
1941,Fire,West,Evening,Sunday,Cloudy,Medium,Yes,3.0,23,34,488,9,14,High
1942,Fire,South,Evening,Monday,Rainy,High,Yes,5.0,20,23,91,3,11,High
1943,Theft,South,Evening,Thursday,Cloudy,Medium,Yes,6.0,22,7,215,3,3,Medium
1944,Medical,West,Night,Saturday,Cloudy,Low,Yes,18.0,5,13,111,7,1,Medium
1945,Fire,West,Night,Saturday,Sunny,Low,No,4.0,24,25,399,3,1,Medium
1946,Accident,West,Night,Friday,Rainy,Low,Yes,21.0,5,4,210,4,17,High
1947,Theft,West,Afternoon,Friday,Rainy,Low,Yes,7.0,15,4,254,2,7,Medium
1948,Theft,South,Night,Friday,Sunny,High,No,8.0,10,9,336,1,14,High
1949,Theft,North,Evening,Wednesday,Cloudy,Medium,No,18.0,9,15,336,2,12,High
1950,Assault,North,Night,Wednesday,Rainy,Low,No,21.0,10,8,254,2,3,Low
1951,Fire,East,Afternoon,Monday,Cloudy,Medium,Yes,12.0,14,12,75,1,7,Medium
1952,Theft,South,Morning,Friday,Rainy,Medium,No,9.0,23,21,176,3,5,Medium
1953,Fire,South,Night,Saturday,Cloudy,Medium,No,15.0,24,5,453,8,5,High
1954,Assault,Central,Evening,Saturday,Cloudy,Low,Yes,18.0,18,9,116,2,4,Low
1955,Theft,West,Morning,Tuesday,Sunny,Low,Yes,25.0,16,26,486,5,11,High
1956,Assault,Central,Night,Sunday,Cloudy,Medium,No,21.0,7,14,490,6,17,High
1957,Fire,South,Night,Thursday,Sunny,Low,No,16.0,30,30,246,5,17,High
1958,Assault,Central,Morning,Friday,Sunny,High,Yes,3.0,21,18,234,5,8,High
1959,Assault,East,Morning,Monday,,,Yes,,9,9,150,8,19,High
1960,Fire,East,Evening,Friday,Rainy,Medium,No,7.0,11,24,312,7,20,High
1961,Accident,East,Night,Tuesday,Sunny,High,Yes,6.0,12,30,259,1,5,Medium
1962,Fire,North,Evening,Wednesday,Sunny,Low,Yes,9.0,28,35,34,3,5,Medium
1963,Fire,East,Night,Thursday,Sunny,High,Yes,3.0,22,28,32,1,0,Low
1964,Theft,East,Morning,Thursday,Sunny,Low,Yes,19.0,21,9,3,10,0,High
1965,Assault,South,Night,Saturday,Cloudy,High,No,7.0,12,12,291,7,20,High
1966,Accident,Central,Morning,Sunday,Cloudy,Medium,No,3.0,22,25,23,10,12,High
1967,Medical,Central,Evening,Saturday,Sunny,Low,No,4.0,6,5,199,5,7,High
1968,Theft,Central,Morning,Wednesday,,,No,,19,9,456,2,3,Medium
1969,Fire,North,Afternoon,Saturday,Rainy,High,Yes,7.0,29,23,169,5,16,High
1970,Accident,West,Night,Monday,Rainy,Medium,No,13.0,29,19,186,2,6,Medium
1971,Assault,West,Night,Tuesday,Cloudy,Low,Yes,11.0,14,21,311,10,19,High
1972,Fire,Central,Morning,Saturday,Cloudy,Low,Yes,11.0,25,5,282,1,4,Low
1973,Theft,South,Night,Tuesday,Sunny,High,No,22.0,29,22,263,4,14,High
1974,Fire,West,Afternoon,Sunday,Rainy,High,Yes,18.0,13,24,455,9,2,High
1975,Theft,North,Evening,Monday,Sunny,High,Yes,10.0,16,33,160,7,5,High
1976,Theft,Central,Morning,Saturday,Rainy,Low,Yes,20.0,27,25,487,9,4,High
1977,Theft,North,Morning,Thursday,Cloudy,Low,Yes,3.0,14,29,178,6,18,High
1978,Theft,South,Afternoon,Friday,Sunny,Medium,Yes,16.0,5,7,136,1,13,Medium
1979,Theft,East,Morning,Tuesday,Sunny,High,No,9.0,9,31,46,1,5,Low
1980,Assault,East,Afternoon,Sunday,Cloudy,Medium,No,3.0,20,31,367,9,11,High
1981,Fire,West,Night,Tuesday,Cloudy,Medium,No,12.0,25,15,372,7,1,High
1982,Theft,East,Night,Saturday,Cloudy,High,Yes,5.0,15,19,55,1,19,High
1983,Medical,West,Morning,Thursday,Rainy,High,Yes,11.0,12,26,252,5,4,Medium
1984,Assault,South,Night,Thursday,Sunny,High,No,6.0,28,12,482,3,10,High
1985,Fire,South,Evening,Monday,Cloudy,Medium,No,14.0,27,29,361,7,12,High
1986,Assault,West,Morning,Saturday,Sunny,High,Yes,11.0,30,22,227,9,16,High
1987,Medical,East,Night,Wednesday,,,Yes,,18,10,186,4,0,Medium
1988,Accident,West,Night,Friday,,,Yes,,14,7,443,6,8,High
1989,Fire,East,Evening,Friday,,,No,,13,26,173,2,20,High
1990,Theft,Central,Night,Sunday,,,Yes,,7,11,411,5,9,High
1991,Fire,East,Afternoon,Wednesday,Cloudy,High,No,10.0,5,31,76,9,14,High
1992,Medical,Central,Evening,Friday,Rainy,High,Yes,8.0,28,8,448,9,16,High
1993,Theft,North,Afternoon,Monday,Sunny,Medium,No,3.0,16,10,208,7,8,High
1994,Fire,North,Morning,Saturday,Rainy,Low,No,5.0,30,15,337,4,8,High
1995,Assault,South,Morning,Saturday,Cloudy,High,No,16.0,5,19,381,10,16,High
1996,Theft,Central,Night,Friday,Cloudy,High,Yes,8.0,6,16,30,1,6,Low
1997,Accident,West,Morning,Tuesday,Sunny,High,No,4.0,5,17,46,2,8,Medium
1998,Theft,North,Night,Tuesday,Rainy,High,Yes,23.0,22,30,302,2,14,High
1999,Assault,Central,Evening,Sunday,Rainy,Low,Yes,21.0,25,22,133,9,3,High
2000,Medical,South,Morning,Monday,Rainy,Low,No,13.0,12,25,106,2,14,High
2001,Medical,North,Afternoon,Thursday,Sunny,Medium,Yes,18.0,9,33,382,9,0,High
2002,Medical,West,Afternoon,Tuesday,Sunny,High,No,25.0,21,11,15,7,17,High
2003,Assault,East,Afternoon,Monday,Rainy,Medium,Yes,6.0,22,16,247,5,15,High
2004,Accident,West,Morning,Monday,Sunny,High,No,20.0,5,27,94,1,9,Medium
2005,Fire,North,Night,Friday,Sunny,Medium,No,9.0,17,15,100,5,4,Medium
2006,Theft,West,Night,Saturday,Cloudy,Medium,Yes,11.0,17,34,181,9,14,High
2007,Fire,North,Evening,Monday,Cloudy,Low,No,10.0,23,27,318,7,3,High
2008,Assault,North,Afternoon,Tuesday,Rainy,Low,No,15.0,7,4,422,5,4,High
2009,Medical,Central,Afternoon,Friday,Sunny,Medium,No,25.0,28,11,145,3,6,Medium
2010,Theft,West,Morning,Sunday,Sunny,Medium,Yes,3.0,5,23,34,9,7,High
2011,Assault,East,Night,Saturday,Rainy,Medium,Yes,14.0,7,28,76,1,3,Low
2012,Medical,North,Morning,Monday,Rainy,Low,Yes,13.0,12,23,342,4,19,High
2013,Assault,Central,Night,Sunday,Sunny,Medium,No,16.0,13,13,467,5,15,High
2014,Fire,Central,Morning,Thursday,Rainy,Medium,Yes,13.0,28,11,283,4,10,High
2015,Medical,North,Evening,Wednesday,Rainy,Low,No,14.0,29,35,120,3,18,High
2016,Assault,North,Afternoon,Wednesday,Rainy,Medium,No,17.0,10,18,391,1,19,High
2017,Accident,North,Night,Monday,Sunny,Medium,Yes,17.0,9,6,217,5,14,High
2018,Assault,East,Night,Friday,Cloudy,Low,No,17.0,8,27,424,1,16,High
2019,Fire,Central,Morning,Sunday,Sunny,Medium,No,18.0,15,23,111,1,3,Low
2020,Fire,West,Morning,Tuesday,Cloudy,Low,No,19.0,15,33,431,2,9,Medium
2021,Fire,West,Afternoon,Friday,Cloudy,Medium,Yes,24.0,21,29,395,5,12,High
2022,Assault,West,Afternoon,Tuesday,Rainy,Low,Yes,11.0,9,4,214,8,13,High
2023,Fire,East,Afternoon,Tuesday,Cloudy,Medium,No,15.0,20,30,107,6,17,High
2024,Accident,Central,Night,Friday,,,Yes,,27,5,27,10,13,High
2025,Accident,North,Evening,Sunday,Sunny,High,Yes,14.0,29,19,356,1,10,Medium
2026,Accident,Central,Night,Thursday,Rainy,Low,No,16.0,28,9,103,8,18,High
2027,Theft,West,Night,Thursday,Cloudy,Medium,No,13.0,18,32,350,4,20,High
2028,Fire,Central,Evening,Tuesday,Sunny,Medium,Yes,5.0,23,5,82,5,13,High
2029,Fire,North,Afternoon,Tuesday,Cloudy,Low,No,17.0,28,17,384,7,4,High
2030,Assault,Central,Morning,Thursday,Sunny,Medium,Yes,17.0,16,35,55,2,2,Low
2031,Theft,East,Evening,Sunday,Cloudy,Medium,Yes,8.0,24,27,400,1,9,Medium
2032,Fire,Central,Afternoon,Tuesday,Sunny,Low,No,6.0,18,4,192,1,5,Medium
2033,Fire,West,Evening,Thursday,Sunny,Low,No,3.0,8,21,407,10,17,High
2034,Fire,North,Night,Tuesday,Rainy,Low,No,17.0,19,5,13,9,2,High
2035,Fire,South,Night,Sunday,Rainy,Low,No,12.0,23,16,482,1,1,Low
2036,Fire,Central,Evening,Sunday,Rainy,Medium,Yes,10.0,8,32,193,5,18,High
2037,Assault,East,Evening,Monday,Sunny,Medium,No,10.0,23,6,3,9,17,High
2038,Fire,West,Afternoon,Sunday,Rainy,Low,Yes,10.0,28,18,358,2,19,High
2039,Accident,North,Evening,Sunday,Cloudy,Medium,Yes,6.0,17,18,459,3,18,High
2040,Assault,East,Afternoon,Thursday,Sunny,High,No,25.0,18,32,426,3,13,High
2041,Theft,West,Morning,Friday,Cloudy,Medium,No,18.0,13,27,106,6,18,High
2042,Theft,South,Morning,Friday,,,Yes,,29,30,215,1,15,High
2043,Fire,North,Evening,Sunday,Rainy,Low,Yes,22.0,6,14,492,10,5,High
2044,Fire,South,Evening,Tuesday,Sunny,Low,Yes,21.0,6,18,133,5,17,High
2045,Theft,South,Evening,Saturday,Rainy,Medium,Yes,10.0,16,8,491,1,5,Medium
2046,Theft,South,Night,Friday,Cloudy,High,No,13.0,14,25,317,2,7,Medium
2047,Accident,South,Night,Tuesday,Cloudy,Medium,Yes,10.0,11,14,320,4,6,High
2048,Theft,South,Evening,Sunday,Rainy,Low,Yes,3.0,16,18,416,1,17,High
2049,Accident,Central,Afternoon,Monday,Sunny,Low,Yes,13.0,29,29,30,10,14,High
2050,Accident,Central,Evening,Wednesday,Sunny,Low,Yes,5.0,20,33,206,8,6,High
2051,Medical,South,Night,Wednesday,Cloudy,Low,Yes,11.0,25,9,94,7,19,High
2052,Theft,West,Evening,Tuesday,Cloudy,Medium,Yes,5.0,27,18,203,3,14,High
2053,Medical,West,Evening,Thursday,Sunny,Low,Yes,18.0,15,13,438,7,8,High
2054,Theft,North,Afternoon,Saturday,Cloudy,High,No,17.0,30,18,218,10,3,High
2055,Fire,North,Morning,Wednesday,Cloudy,Low,No,11.0,6,16,448,6,4,High
2056,Fire,North,Morning,Wednesday,Sunny,High,Yes,6.0,13,17,6,6,10,High
2057,Fire,East,Night,Friday,Sunny,Medium,No,18.0,23,33,436,9,14,High
2058,Accident,East,Morning,Friday,Sunny,High,Yes,19.0,22,19,79,3,2,Low
2059,Assault,West,Night,Sunday,Cloudy,Low,Yes,18.0,20,6,396,5,17,High
2060,Accident,North,Evening,Sunday,Cloudy,Low,Yes,21.0,23,31,388,4,5,Medium
2061,Accident,North,Evening,Saturday,Cloudy,Medium,Yes,24.0,14,31,240,6,17,High
2062,Fire,West,Afternoon,Monday,Cloudy,High,No,25.0,18,34,88,9,10,High
2063,Accident,East,Afternoon,Sunday,Cloudy,Medium,No,24.0,23,14,247,7,4,High
2064,Fire,South,Evening,Monday,Sunny,High,Yes,15.0,10,14,403,2,18,High
2065,Assault,South,Night,Tuesday,Cloudy,Medium,Yes,15.0,10,23,374,6,20,High
2066,Theft,East,Afternoon,Friday,Sunny,Low,No,8.0,12,21,47,1,5,Low
2067,Assault,North,Evening,Sunday,Rainy,Low,No,4.0,9,30,88,7,14,High
2068,Theft,North,Afternoon,Friday,Sunny,Low,Yes,5.0,20,22,100,7,5,High
2069,Medical,Central,Afternoon,Tuesday,Sunny,Medium,No,14.0,29,16,113,10,7,High
2070,Theft,West,Morning,Friday,Sunny,Medium,No,10.0,17,4,45,2,18,High
2071,Assault,North,Night,Thursday,Sunny,Medium,No,11.0,17,11,165,1,12,Medium
2072,Theft,Central,Evening,Tuesday,Rainy,Low,Yes,25.0,16,4,363,4,16,High
2073,Fire,North,Afternoon,Sunday,Sunny,Medium,Yes,17.0,18,13,217,5,2,Medium
2074,Assault,East,Afternoon,Tuesday,Cloudy,Low,No,11.0,14,9,330,1,19,High
2075,Assault,South,Night,Thursday,Cloudy,Medium,No,6.0,28,16,142,6,9,High
2076,Accident,Central,Evening,Tuesday,Cloudy,Low,No,4.0,18,17,487,8,13,High
2077,Theft,Central,Night,Monday,Sunny,Medium,Yes,18.0,15,25,415,7,2,High
2078,Medical,South,Night,Wednesday,Rainy,Medium,Yes,4.0,10,22,154,3,5,Medium
2079,Accident,South,Night,Friday,Rainy,Medium,Yes,11.0,16,31,87,8,7,High
2080,Assault,South,Night,Friday,Cloudy,Low,No,20.0,16,18,184,3,9,Medium
2081,Theft,North,Morning,Friday,,,No,,18,21,89,8,6,High
2082,Accident,South,Evening,Sunday,Cloudy,High,Yes,8.0,7,29,247,6,8,High
2083,Accident,West,Morning,Wednesday,Rainy,High,No,18.0,22,8,298,1,7,Medium
2084,Accident,South,Night,Monday,Rainy,High,No,17.0,21,20,151,2,7,Medium
2085,Accident,West,Night,Tuesday,Cloudy,Medium,Yes,23.0,16,30,278,2,14,High
2086,Theft,Central,Evening,Sunday,Cloudy,High,Yes,14.0,26,23,284,7,2,High
2087,Medical,North,Morning,Sunday,Cloudy,Medium,No,18.0,27,14,77,1,14,Medium
2088,Theft,East,Afternoon,Wednesday,Rainy,Medium,Yes,23.0,22,28,358,1,14,High
2089,Assault,East,Night,Friday,Cloudy,Low,Yes,10.0,27,19,461,6,1,High
2090,Theft,West,Night,Saturday,Sunny,High,Yes,23.0,19,17,203,1,15,High
2091,Medical,East,Morning,Friday,Sunny,High,No,16.0,18,34,377,3,5,Medium
2092,Medical,East,Morning,Thursday,Rainy,Low,No,16.0,15,17,332,9,16,High
2093,Assault,North,Evening,Sunday,Cloudy,Medium,Yes,25.0,21,34,156,4,5,Medium
2094,Theft,East,Night,Sunday,Cloudy,Low,No,7.0,8,33,293,5,4,High
2095,Theft,North,Night,Sunday,Sunny,High,Yes,15.0,11,15,16,8,13,High
2096,Medical,Central,Afternoon,Thursday,Sunny,High,Yes,21.0,10,9,99,8,18,High
2097,Assault,North,Night,Saturday,Sunny,High,No,9.0,29,18,360,7,10,High
2098,Fire,North,Afternoon,Saturday,Cloudy,High,Yes,8.0,17,22,313,5,8,High
2099,Theft,East,Evening,Sunday,Cloudy,High,No,13.0,14,5,346,2,7,Medium
2100,Medical,East,Night,Tuesday,Sunny,Medium,No,22.0,10,8,14,8,12,High
2101,Fire,North,Afternoon,Sunday,Cloudy,High,Yes,11.0,12,21,272,10,5,High
2102,Medical,North,Night,Saturday,Rainy,High,No,6.0,18,34,372,8,17,High
2103,Theft,West,Evening,Sunday,Cloudy,High,Yes,13.0,25,7,348,4,3,Medium
2104,Theft,North,Night,Monday,Cloudy,Low,No,3.0,11,32,48,9,10,High
2105,Medical,Central,Morning,Friday,Cloudy,Low,No,4.0,11,5,22,5,14,High
2106,Medical,South,Evening,Sunday,Rainy,High,No,19.0,10,30,206,3,4,Medium
2107,Medical,South,Night,Saturday,Rainy,Low,Yes,17.0,9,25,339,1,0,Low
2108,Medical,West,Morning,Tuesday,Rainy,Medium,No,16.0,23,11,277,7,0,Medium
2109,Theft,South,Morning,Thursday,Sunny,High,Yes,4.0,21,12,8,3,17,High
2110,Accident,Central,Night,Saturday,Cloudy,Low,No,11.0,13,17,100,7,8,High
2111,Theft,East,Afternoon,Wednesday,Sunny,High,No,3.0,7,15,268,6,15,High
2112,Fire,South,Night,Wednesday,Sunny,Low,Yes,3.0,23,9,209,4,19,High
2113,Theft,South,Night,Saturday,Rainy,Low,Yes,21.0,19,29,466,9,8,High
2114,Theft,East,Evening,Tuesday,Cloudy,Medium,No,13.0,9,23,125,5,12,High
2115,Accident,East,Morning,Tuesday,Rainy,High,No,25.0,22,32,386,9,2,High
2116,Assault,South,Evening,Wednesday,Cloudy,Medium,No,6.0,16,32,280,9,4,High
2117,Assault,West,Night,Friday,,,No,,18,6,102,3,4,Medium
2118,Medical,West,Afternoon,Tuesday,Cloudy,Low,No,7.0,16,23,300,5,2,Medium
2119,Assault,Central,Afternoon,Monday,Rainy,Medium,No,15.0,10,14,310,3,16,High
2120,Fire,South,Evening,Thursday,Cloudy,High,Yes,21.0,23,30,495,2,14,High
2121,Accident,Central,Night,Sunday,Rainy,High,No,20.0,12,17,469,10,19,High
2122,Theft,East,Morning,Tuesday,Rainy,High,Yes,8.0,16,31,231,8,19,High
2123,Accident,South,Afternoon,Sunday,Cloudy,Low,Yes,22.0,12,10,268,1,8,Medium
2124,Accident,East,Morning,Saturday,Cloudy,High,No,3.0,5,8,207,3,0,Low
2125,Fire,North,Evening,Saturday,Cloudy,Low,Yes,5.0,30,23,76,7,19,High
2126,Accident,South,Night,Tuesday,Sunny,High,No,9.0,21,35,61,5,0,Medium
2127,Accident,North,Evening,Friday,,,Yes,,10,12,427,6,12,High
2128,Theft,Central,Night,Thursday,Rainy,High,Yes,10.0,15,18,266,1,5,Medium
2129,Fire,Central,Morning,Saturday,Rainy,Medium,Yes,20.0,24,29,483,10,8,High
2130,Theft,West,Night,Thursday,Sunny,High,No,24.0,16,19,44,1,15,Medium
2131,Theft,East,Afternoon,Sunday,Rainy,Medium,No,7.0,29,22,171,10,15,High
2132,Fire,West,Evening,Sunday,Rainy,Low,Yes,13.0,12,8,364,2,5,Medium
2133,Theft,West,Evening,Monday,Sunny,Medium,Yes,18.0,11,14,255,1,15,High
2134,Medical,Central,Morning,Friday,Sunny,High,No,4.0,9,25,391,10,5,High
2135,Fire,East,Evening,Wednesday,Rainy,Medium,Yes,4.0,11,23,108,4,14,High
2136,Fire,South,Evening,Monday,Sunny,High,No,3.0,19,30,253,5,13,High
2137,Theft,Central,Evening,Monday,Rainy,High,Yes,22.0,7,34,165,7,2,Medium
2138,Accident,East,Night,Tuesday,Rainy,Low,Yes,21.0,16,9,443,3,17,High
2139,Accident,Central,Morning,Saturday,Cloudy,Low,No,19.0,5,26,407,9,11,High
2140,Accident,South,Morning,Thursday,Sunny,High,No,25.0,30,29,134,8,8,High
2141,Theft,East,Evening,Wednesday,Sunny,High,No,12.0,5,19,2,8,1,Medium
2142,Fire,North,Morning,Saturday,Sunny,High,No,22.0,30,13,390,1,7,Medium
2143,Medical,Central,Night,Saturday,Rainy,High,Yes,4.0,12,27,394,7,5,High
2144,Accident,South,Evening,Monday,Rainy,Medium,No,3.0,9,29,274,8,17,High
2145,Fire,South,Morning,Tuesday,,,No,,15,30,106,10,6,High
2146,Assault,West,Morning,Friday,Cloudy,High,No,19.0,21,7,436,5,0,Medium
2147,Medical,Central,Morning,Friday,Cloudy,High,No,4.0,26,11,306,1,5,Medium
2148,Assault,West,Morning,Monday,Rainy,High,No,9.0,26,13,41,4,2,Medium
2149,Assault,South,Afternoon,Saturday,Sunny,Low,No,4.0,15,14,174,9,17,High
2150,Fire,North,Evening,Tuesday,Cloudy,Medium,Yes,24.0,26,14,152,1,14,Medium
2151,Accident,West,Morning,Sunday,Cloudy,High,Yes,14.0,27,21,245,8,8,High
2152,Theft,Central,Evening,Saturday,Sunny,High,No,5.0,14,28,41,4,14,High
2153,Assault,South,Afternoon,Wednesday,Cloudy,High,No,15.0,18,12,449,7,15,High
2154,Theft,Central,Evening,Monday,Sunny,Medium,No,3.0,9,28,187,1,7,Medium
2155,Medical,West,Morning,Wednesday,Sunny,Medium,Yes,3.0,11,28,465,9,14,High
2156,Accident,North,Afternoon,Saturday,Cloudy,High,Yes,10.0,18,4,203,1,12,Medium
2157,Theft,South,Morning,Friday,Sunny,Low,Yes,22.0,22,11,137,7,0,Medium
2158,Theft,Central,Evening,Wednesday,Sunny,High,Yes,7.0,16,12,328,4,0,Medium
2159,Fire,North,Afternoon,Thursday,Sunny,Low,No,21.0,19,27,388,8,11,High
2160,Accident,East,Evening,Saturday,,,Yes,,20,22,69,1,14,Medium
2161,Accident,South,Morning,Monday,Cloudy,Low,Yes,22.0,14,22,147,6,17,High
2162,Medical,South,Evening,Sunday,Rainy,Medium,No,14.0,25,26,305,9,12,High
2163,Fire,North,Night,Friday,Rainy,Low,No,22.0,30,27,81,7,5,High
2164,Theft,West,Afternoon,Wednesday,Cloudy,Medium,Yes,10.0,30,30,195,7,0,Medium
2165,Assault,West,Morning,Tuesday,Sunny,Medium,Yes,17.0,25,13,6,8,9,High
2166,Fire,North,Morning,Thursday,Sunny,High,Yes,3.0,7,27,259,6,11,High
2167,Accident,Central,Night,Friday,Sunny,Medium,Yes,13.0,18,7,255,7,3,High
2168,Medical,East,Evening,Thursday,Cloudy,Medium,Yes,5.0,11,19,131,3,9,Medium
2169,Accident,West,Morning,Wednesday,Cloudy,Medium,Yes,14.0,11,10,496,7,8,High
2170,Assault,East,Night,Friday,Sunny,Medium,No,23.0,21,29,478,10,2,High
2171,Accident,Central,Night,Wednesday,Cloudy,High,No,20.0,12,16,454,7,3,High
2172,Theft,South,Afternoon,Saturday,Cloudy,Medium,No,14.0,26,33,281,7,0,Medium
2173,Medical,South,Afternoon,Monday,Cloudy,Medium,No,10.0,5,10,278,2,8,Medium
2174,Fire,South,Afternoon,Friday,Rainy,Medium,No,9.0,9,34,124,8,6,High
2175,Fire,West,Night,Thursday,Cloudy,High,Yes,7.0,15,19,96,1,17,High
2176,Fire,Central,Evening,Saturday,Sunny,Low,Yes,18.0,12,14,85,5,14,High
2177,Accident,North,Morning,Thursday,Cloudy,Low,Yes,3.0,23,10,352,4,5,High
2178,Accident,West,Morning,Friday,Cloudy,High,Yes,12.0,9,17,265,3,8,Medium
2179,Accident,East,Evening,Tuesday,Rainy,Low,No,13.0,15,9,5,10,15,High
2180,Fire,Central,Afternoon,Monday,Sunny,Low,No,25.0,24,8,224,6,18,High
2181,Assault,South,Afternoon,Thursday,Rainy,Medium,No,24.0,9,15,126,5,6,Medium
2182,Assault,West,Evening,Saturday,Rainy,Low,No,16.0,28,6,105,4,2,Medium
2183,Assault,North,Evening,Friday,Rainy,Low,No,14.0,6,19,107,1,17,High
2184,Assault,East,Morning,Tuesday,Rainy,Medium,Yes,5.0,28,6,323,3,9,High
2185,Assault,West,Afternoon,Wednesday,Cloudy,Low,No,19.0,10,31,243,7,11,High
2186,Fire,Central,Evening,Saturday,Rainy,Medium,No,10.0,27,29,8,3,1,Low
2187,Medical,West,Afternoon,Monday,Cloudy,Low,No,17.0,13,24,145,2,18,High
2188,Accident,Central,Night,Monday,Cloudy,High,No,25.0,13,8,430,10,17,High
2189,Fire,West,Night,Wednesday,Sunny,Low,Yes,22.0,27,17,8,6,9,High
2190,Fire,North,Afternoon,Saturday,Cloudy,High,Yes,11.0,17,10,500,4,18,High
2191,Fire,East,Morning,Monday,Cloudy,Low,Yes,12.0,22,25,169,2,19,High
2192,Assault,East,Afternoon,Sunday,Cloudy,Low,No,7.0,11,23,224,8,5,High
2193,Theft,Central,Afternoon,Tuesday,Sunny,Medium,No,19.0,27,35,367,7,14,High
2194,Medical,North,Night,Saturday,Sunny,High,Yes,12.0,7,28,169,1,17,High
2195,Assault,Central,Evening,Thursday,Sunny,High,No,14.0,17,23,295,5,20,High
2196,Fire,Central,Afternoon,Monday,Cloudy,Medium,Yes,22.0,13,28,220,9,14,High
2197,Medical,South,Night,Monday,Rainy,Medium,Yes,4.0,22,7,203,4,3,Medium
2198,Assault,Central,Night,Wednesday,Rainy,Medium,No,13.0,16,24,51,1,13,Medium
2199,Fire,East,Night,Thursday,Rainy,Low,Yes,18.0,16,10,168,6,11,High
2200,Medical,South,Evening,Saturday,Sunny,Medium,Yes,17.0,15,30,198,1,16,High
2201,Fire,South,Evening,Sunday,Rainy,Medium,Yes,11.0,15,10,196,7,11,High
2202,Fire,South,Afternoon,Friday,Rainy,High,No,18.0,14,4,302,9,19,High
2203,Theft,West,Morning,Tuesday,Rainy,Low,Yes,13.0,20,6,263,1,7,Medium
2204,Theft,South,Morning,Sunday,Cloudy,Medium,Yes,7.0,11,30,153,10,8,High
2205,Theft,South,Evening,Saturday,Cloudy,Low,No,10.0,5,21,314,9,17,High
2206,Medical,West,Afternoon,Sunday,Rainy,Medium,Yes,18.0,24,35,422,2,19,High
2207,Medical,East,Morning,Wednesday,Rainy,Low,No,9.0,16,28,138,9,3,High
2208,Medical,North,Evening,Thursday,Cloudy,High,Yes,25.0,20,23,182,4,12,High
2209,Fire,West,Morning,Tuesday,Cloudy,High,No,13.0,23,6,129,10,0,High
2210,Theft,East,Afternoon,Wednesday,Cloudy,Medium,Yes,4.0,30,18,76,5,20,High
2211,Theft,Central,Night,Saturday,Rainy,Medium,No,7.0,6,18,98,8,9,High
2212,Theft,East,Morning,Friday,Rainy,High,No,14.0,24,27,224,9,14,High
2213,Medical,East,Night,Saturday,Cloudy,Medium,Yes,9.0,5,12,370,9,5,High
2214,Fire,West,Morning,Saturday,Cloudy,Medium,No,10.0,25,18,216,10,5,High
2215,Assault,East,Afternoon,Monday,Rainy,Low,Yes,8.0,19,30,388,10,8,High
2216,Accident,North,Morning,Thursday,Cloudy,High,Yes,21.0,11,9,207,7,5,High
2217,Medical,East,Night,Friday,Cloudy,High,Yes,15.0,16,25,399,5,4,High
2218,Fire,South,Night,Monday,Rainy,High,Yes,10.0,9,33,476,7,4,High
2219,Theft,West,Evening,Sunday,Rainy,High,No,10.0,20,7,453,3,5,Medium
2220,Assault,Central,Evening,Saturday,Rainy,Low,No,11.0,30,33,344,1,17,High
2221,Medical,Central,Morning,Sunday,Rainy,High,Yes,13.0,11,8,255,7,10,High
2222,Accident,West,Morning,Friday,Cloudy,Medium,No,14.0,23,8,264,8,2,High
2223,Medical,South,Evening,Friday,Cloudy,Medium,No,15.0,10,29,312,9,20,High
2224,Assault,North,Afternoon,Tuesday,Cloudy,Medium,Yes,7.0,5,34,269,4,0,Medium
2225,Accident,North,Morning,Tuesday,Cloudy,High,No,24.0,24,5,59,3,20,High
2226,Theft,West,Night,Saturday,Cloudy,Low,Yes,3.0,25,35,262,2,4,Medium
2227,Fire,Central,Afternoon,Thursday,Cloudy,High,Yes,7.0,12,34,233,1,18,High
2228,Medical,West,Morning,Tuesday,,,Yes,,18,23,141,4,16,High
2229,Medical,South,Afternoon,Wednesday,Rainy,High,No,17.0,21,30,252,7,10,High
2230,Fire,South,Morning,Wednesday,Rainy,Medium,Yes,17.0,12,10,410,1,15,High
